City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Verkhoyansk,RU,67.5447,133.385,50.38,52,7,20.38,clear sky
469,Potam,MX,27.6,-110.3833,95.77,23,12,9.51,few clouds
470,Cervo,ES,43.6702,-7.4101,54.97,87,78,3.83,broken clouds
471,Hambantota,LK,6.1241,81.1185,77.34,100,0,19.42,clear sky
472,San Roque,ES,36.2107,-5.3842,63.43,88,20,14.97,few clouds
473,Ust-Kulom,RU,61.6864,53.6902,54.37,91,96,8.88,overcast clouds
474,Havelock,US,34.8791,-76.9013,77.0,73,40,11.5,scattered clouds
475,Providencia,MX,28.7167,-111.5833,98.47,17,44,10.0,scattered clouds
476,Vostok,RU,46.4856,135.8833,50.5,62,100,7.85,overcast clouds
477,East Linton,GB,55.9874,-2.6568,49.71,90,65,3.56,broken clouds
478,Kandava,LV,57.0409,22.7747,39.61,96,13,4.09,few clouds
479,Avera,US,33.194,-82.5271,84.2,45,40,6.91,scattered clouds
480,Tyup,KG,42.7276,78.3648,57.15,69,83,0.81,broken clouds
481,Ostrovnoy,RU,68.0531,39.5131,35.53,74,95,17.52,overcast clouds
482,Chapeco,BR,-27.0964,-52.6183,64.29,95,88,4.85,overcast clouds
483,Flin Flon,CA,54.7682,-101.865,59.95,68,100,12.21,overcast clouds
484,Hemet,US,33.7475,-116.972,92.52,33,19,5.99,few clouds
485,Vredendal,ZA,-31.6683,18.5012,55.47,93,30,3.76,scattered clouds
486,Saint John,CA,45.2727,-66.0677,52.18,66,75,2.1,broken clouds
487,Guerrero Negro,MX,27.9769,-114.0611,62.38,74,100,21.74,overcast clouds
488,Presidente Epitacio,BR,-21.7633,-52.1156,75.99,55,99,6.26,overcast clouds
489,Lao Cai,VN,22.4833,103.95,83.79,83,54,1.36,broken clouds
490,Dasoguz,TM,41.8363,59.9666,73.35,53,0,5.55,clear sky
491,Seoul,KR,37.5683,126.9778,67.39,63,40,7.02,scattered clouds
492,Shingu,JP,33.7333,135.9833,72.59,60,100,3.94,overcast clouds
493,South Venice,US,27.0531,-82.4243,81.0,79,40,9.22,scattered clouds
494,Kavaratti,IN,10.5669,72.642,83.41,74,15,18.9,few clouds
495,Ferme-Neuve,CA,46.7001,-75.4493,51.8,32,0,5.75,clear sky
496,Araouane,ML,18.9048,-3.5265,96.67,18,58,10.42,broken clouds
497,Kayerkan,RU,69.3497,87.7602,30.42,99,100,9.28,snow
498,Ranong,TH,9.9658,98.6348,76.93,81,100,9.66,overcast clouds
499,Wenling,CN,28.3669,121.36,70.39,86,100,1.39,light rain
500,Riverton,US,40.5219,-111.9391,78.01,31,1,17.27,clear sky
501,Haines Junction,CA,60.7522,-137.5108,55.4,28,100,10.36,overcast clouds
502,Kundiawa,PG,-6.0167,144.9667,71.29,81,100,3.58,overcast clouds
503,Slave Lake,CA,55.2834,-114.769,53.58,76,75,18.41,broken clouds
504,Kovur,IN,14.4833,79.9833,88.77,49,12,5.75,few clouds
505,Lazaro Cardenas,MX,17.9583,-102.2,83.19,66,5,8.7,clear sky
506,Aguimes,ES,27.9054,-15.4461,63.66,63,75,12.66,broken clouds
507,Zavetnoye,RU,47.1194,43.8903,64.45,76,8,7.34,clear sky
508,Morant Bay,JM,17.8815,-76.4093,82.02,85,15,5.1,few clouds
509,Cabedelo,BR,-6.9811,-34.8339,75.87,84,97,13.89,overcast clouds
510,Camacupa,AO,-12.0167,17.4833,50.2,48,0,4.92,clear sky
511,Juneau,US,58.3019,-134.4197,48.2,81,90,12.66,light rain
512,San Jose,US,37.3394,-121.895,81.72,49,75,3.0,broken clouds
513,Dakar,SN,14.6937,-17.4441,71.73,88,75,13.8,broken clouds
514,Beipiao,CN,41.7919,120.7792,66.63,33,0,7.9,clear sky
515,San Rafael Del Sur,NI,11.8485,-86.4384,86.97,61,62,14.0,broken clouds
516,Biltine,TD,14.5333,20.9167,85.17,10,7,8.16,clear sky
517,Zyryanka,RU,65.75,150.85,55.81,39,23,14.97,few clouds
518,Anito,PH,12.4497,125.2886,85.64,70,50,3.47,scattered clouds
519,Benguela,AO,-12.5763,13.4055,74.01,60,6,5.88,clear sky
520,Suici,RO,45.25,24.5333,55.4,94,75,8.05,broken clouds
521,Linxia,CN,35.6003,103.2064,64.85,52,100,1.83,overcast clouds
522,Kainantu,PG,-6.2887,145.8655,70.09,79,100,2.3,overcast clouds
523,Karratha,AU,-20.7377,116.8463,79.84,63,95,12.48,overcast clouds
524,Eyl,SO,7.9803,49.8164,79.29,75,16,14.61,few clouds
525,Daura,NG,11.5538,11.4085,85.71,40,100,4.83,overcast clouds
526,Leshukonskoye,RU,64.8989,45.7622,36.18,93,100,8.34,overcast clouds
527,Rosetta,EG,31.4044,30.4164,69.62,84,0,10.74,clear sky
528,Canmore,CA,51.0834,-115.3521,53.71,46,45,10.56,scattered clouds
529,Vulcana Bai,RO,45.0833,25.3833,54.55,87,100,3.85,overcast clouds
530,Kismayo,SO,-0.3582,42.5454,77.11,80,89,11.21,overcast clouds
531,Paragominas,BR,-2.9667,-47.4833,74.98,83,97,1.05,overcast clouds
532,Sinnamary,GF,5.3833,-52.95,76.08,93,87,11.97,overcast clouds
533,Loubomo,CG,-4.1997,12.6739,70.84,96,98,3.24,overcast clouds
534,Laguna,US,38.421,-121.4238,92.91,30,1,4.0,clear sky
535,Teya,RU,60.3778,92.6267,34.41,82,100,10.38,light rain
536,Gisborne,NZ,-38.6533,178.0042,58.95,68,100,11.07,overcast clouds
537,Dongsheng,CN,39.8161,109.9776,76.17,14,79,23.09,broken clouds
538,Sturgeon Bay,US,44.8342,-87.377,52.16,40,1,9.22,clear sky
539,Nokia,FI,61.4667,23.5,42.85,59,0,4.61,clear sky
540,Kloulklubed,PW,7.0419,134.2556,77.5,73,100,4.27,overcast clouds
541,Ambulu,ID,-8.345,113.6058,79.81,80,97,1.41,overcast clouds
542,Fort Nelson,CA,58.8053,-122.7002,67.59,21,75,3.44,broken clouds
543,Noumea,NC,-22.2763,166.4572,75.99,99,23,14.67,few clouds
544,Labrea,BR,-7.2586,-64.7981,75.72,83,3,2.48,clear sky
545,Ostrov,RU,57.3439,28.3537,46.13,92,91,4.92,overcast clouds
546,Ziezmariai,LT,54.8,24.45,46.24,93,6,2.82,clear sky
547,Varhaug,NO,58.6147,5.6457,47.89,88,12,10.33,light rain
548,San Alberto,CO,7.7611,-73.3922,76.98,92,100,5.93,overcast clouds
549,Kinsale,IE,51.7075,-8.5306,49.23,93,75,2.44,broken clouds
550,Comodoro Rivadavia,AR,-45.8667,-67.5,37.4,60,0,6.91,clear sky
551,Torbay,CA,47.6666,-52.7314,44.01,65,20,17.27,few clouds
552,Luanda,AO,-8.8368,13.2343,77.0,88,75,6.91,broken clouds
553,Biryusinsk,RU,55.9634,97.8235,41.41,63,98,11.36,overcast clouds
554,Sibolga,ID,1.7427,98.7792,77.56,85,80,1.39,broken clouds
555,Sopelana,ES,43.3789,-2.9831,61.0,94,75,2.3,broken clouds
556,Namatanai,PG,-3.6667,152.4333,82.29,75,100,10.6,overcast clouds
557,Nioro,GM,13.35,-15.75,79.7,39,2,7.54,clear sky
558,Dingle,PH,10.9995,122.6711,86.22,70,44,2.64,scattered clouds
559,Tripoli,LY,32.8752,13.1875,70.74,81,2,3.13,clear sky
560,Bat Yam,IL,32.0231,34.7503,71.64,85,20,6.06,few clouds
561,Yurga,RU,55.7231,84.8861,42.46,58,2,3.11,clear sky
562,Virginia Beach,US,36.8529,-75.978,89.67,53,40,13.8,scattered clouds
563,Christchurch,NZ,-43.5333,172.6333,48.9,97,90,4.0,overcast clouds
564,Mozarlandia,BR,-14.7447,-50.5706,76.28,48,100,3.6,overcast clouds
565,Pimentel,PE,-6.8367,-79.9342,66.99,85,90,3.0,overcast clouds
566,Margate,GB,51.3813,1.3862,53.01,80,75,1.99,broken clouds
567,Amapa,BR,1.0,-52.0,72.07,99,100,1.19,overcast clouds
568,Nisia Floresta,BR,-6.0911,-35.2086,77.0,94,75,8.05,broken clouds
569,Baherden,TM,38.4362,57.4316,82.18,37,0,5.5,clear sky
570,Grants Pass,US,42.439,-123.3284,83.3,30,1,8.99,clear sky
571,Sendai,JP,38.2689,140.8719,65.59,72,20,4.29,few clouds
572,Jutai,BR,-5.1833,-68.9,74.08,94,39,3.09,scattered clouds
573,Keningau,MY,5.3378,116.1602,84.2,79,20,3.44,few clouds
574,Gidole,ET,5.65,37.3667,53.56,89,32,2.13,scattered clouds
575,Kiama,AU,-34.6833,150.8667,57.0,54,83,8.99,broken clouds
576,Paris,FR,48.8534,2.3488,56.98,80,0,3.89,clear sky
577,Narok,KE,-1.0783,35.8601,55.02,95,100,3.65,overcast clouds
578,Bellevue,US,47.6104,-122.2007,67.78,60,40,3.0,scattered clouds
579,Pitea,SE,65.3172,21.4794,41.09,75,74,5.3,broken clouds
580,Mjolby,SE,58.326,15.1237,51.51,82,11,3.85,few clouds
581,Yulara,AU,-25.2406,130.9889,53.6,58,0,14.97,clear sky
582,Cangzhou,CN,38.3167,116.8667,77.86,22,7,16.98,clear sky
583,Shimoda,JP,34.6667,138.95,72.1,80,100,17.07,overcast clouds
584,Afyonkarahisar,TR,38.75,30.6667,51.06,87,0,7.47,clear sky
585,Karlskrona,SE,56.1616,15.5866,46.85,89,23,7.9,few clouds
586,Luau,AO,-10.7073,22.2247,53.85,46,13,5.19,few clouds
587,Boa Vista,BR,2.8197,-60.6733,80.58,89,40,1.14,scattered clouds
588,Lasa,IT,46.6166,10.7002,52.0,61,0,5.75,clear sky
589,Verkh-Usugli,RU,52.7,115.1667,63.32,31,9,2.35,clear sky
590,Houston,US,29.7633,-95.3633,84.34,68,20,5.75,few clouds
591,Asau,RO,46.4333,26.4,56.39,92,100,2.08,overcast clouds
592,Niono,ML,14.2526,-5.993,94.48,30,100,10.22,overcast clouds
593,Beloha,MG,-25.1667,45.05,62.4,85,0,3.22,clear sky
594,Asheville,US,35.6009,-82.554,71.19,85,100,1.66,moderate rain
595,Bozdar,PK,27.1828,68.636,87.94,58,12,14.94,few clouds
596,Yar-Sale,RU,66.8333,70.8333,41.58,49,22,13.53,few clouds
597,Magaria,NE,12.9983,8.9099,87.69,8,100,6.17,overcast clouds
598,Cruzeiro Do Sul,BR,-29.5128,-51.9853,62.08,97,100,5.64,light rain
599,Wana,PK,32.2989,69.5725,77.25,17,3,6.4,clear sky
600,Fuerte Olimpo,PY,-21.0415,-57.8738,85.26,34,0,10.18,clear sky
601,Fray Bentos,UY,-33.1325,-58.2956,57.72,67,29,8.99,scattered clouds
602,Pilar,BR,-9.5972,-35.9567,76.93,78,78,2.86,broken clouds
603,Salym,RU,60.0625,71.4789,46.2,74,62,5.61,broken clouds
604,Mongo,TD,12.1844,18.693,86.45,37,96,2.44,overcast clouds
605,Biak,ID,-0.9131,122.8766,81.32,74,29,7.65,scattered clouds
606,Grand Forks,US,47.9417,-97.4337,64.33,14,1,19.57,clear sky
607,Pimenta Bueno,BR,-11.6725,-61.1936,77.43,80,100,1.34,overcast clouds
608,Tupancireta,BR,-29.0806,-53.8358,61.99,98,100,5.66,light rain
609,Makat,KZ,47.6469,53.3463,71.04,53,14,4.45,few clouds
610,Ust-Ilimsk,RU,58.0006,102.6619,38.97,85,100,10.63,light snow
611,Batagay,RU,67.6333,134.6333,56.25,38,23,15.17,few clouds
612,Mangai,CD,-4.05,19.5333,70.5,65,100,1.74,overcast clouds
613,Nador,MA,35.174,-2.9287,64.4,88,75,4.61,broken clouds
614,Timra,SE,62.487,17.3257,40.68,88,12,3.44,few clouds
615,General Roca,AR,-39.0333,-67.5833,55.8,42,49,23.64,scattered clouds
616,Pochutla,MX,15.7432,-96.4661,82.22,71,100,3.15,overcast clouds
617,Porterville,US,36.0652,-119.0168,90.66,22,1,5.75,clear sky
618,Novikovo,RU,51.1537,37.8879,58.53,94,99,3.65,light rain
619,Port Moresby,PG,-9.4431,147.1797,83.62,54,20,17.27,few clouds
620,Brae,GB,60.3964,-1.353,44.6,81,75,3.44,broken clouds
621,Sambava,MG,-14.2667,50.1667,70.72,85,1,7.58,clear sky
622,Opunake,NZ,-39.4556,173.8583,57.34,89,100,16.08,overcast clouds
623,Tlanchinol,MX,20.9833,-98.65,71.29,69,100,5.19,overcast clouds
624,Peraiyur,IN,9.7358,77.7896,82.04,68,100,4.81,overcast clouds
625,Cookeville,US,36.1628,-85.5016,73.4,88,75,12.15,broken clouds
626,Saint-Joseph,RE,-21.3667,55.6167,66.58,76,9,1.79,clear sky
627,Kasongo-Lunda,CD,-6.4667,16.8167,67.44,56,75,1.39,broken clouds
628,Pechora,RU,65.1472,57.2244,45.3,78,100,13.98,overcast clouds
629,Manta,EC,-0.95,-80.7333,74.98,83,20,9.22,few clouds
630,Hay River,CA,60.8156,-115.7999,55.4,43,3,6.91,clear sky
631,Pecos,US,31.4229,-103.4932,89.31,40,1,14.97,clear sky
632,Longhua,CN,23.6137,114.1919,85.73,75,100,5.03,overcast clouds
633,San Jeronimo,PE,-11.9472,-75.2829,47.17,78,20,5.08,few clouds
634,Uige,AO,-7.6087,15.0613,65.53,56,100,3.06,overcast clouds
635,Zhangye,CN,38.9342,100.4517,75.83,18,87,8.77,overcast clouds
636,Vestmannaeyjar,IS,63.4427,-20.2734,47.3,90,99,43.51,light rain
637,Ambon,ID,-3.6954,128.1814,77.14,94,75,11.9,broken clouds
638,Bushehr,IR,28.9684,50.8385,86.09,66,0,0.0,clear sky
639,Fortuna,US,40.5982,-124.1573,63.0,77,20,14.97,few clouds
640,La Rioja,ES,42.25,-2.5,60.48,83,100,5.32,overcast clouds
641,Umm Lajj,SA,25.0213,37.2685,86.76,58,100,3.89,overcast clouds
642,Ardahan,TR,41.1087,42.7022,46.08,81,49,1.81,scattered clouds
643,Lubango,AO,-14.9172,13.4925,54.79,35,2,2.8,clear sky
644,Asfi,MA,32.2994,-9.2372,64.92,91,97,1.74,overcast clouds
645,Nago,JP,26.5881,127.9761,82.45,75,96,5.14,overcast clouds
646,Saint-Francois,FR,46.4154,3.9054,54.68,83,0,2.3,clear sky
647,Itaituba,BR,-4.2761,-55.9836,75.78,79,99,0.27,overcast clouds
648,Ponca City,US,36.707,-97.0856,73.22,49,1,10.36,clear sky
649,Sabang,ID,5.8933,95.3214,84.09,71,97,16.08,overcast clouds
650,Jurm,AF,36.8648,70.8342,65.37,51,45,1.95,scattered clouds
651,Montepuez,MZ,-13.1256,38.9997,59.61,97,1,3.06,clear sky
652,San Miguel,SV,13.4833,-88.1833,94.6,43,0,0.0,clear sky
653,Sawtell,AU,-30.3833,153.1,64.42,52,88,20.71,overcast clouds
654,Falam,MM,22.9167,93.6833,72.28,62,76,2.59,broken clouds
655,Bucerias,MX,20.75,-105.3333,82.4,74,20,10.36,few clouds
656,Moranbah,AU,-22.0016,148.0466,65.28,33,99,14.27,overcast clouds
657,Altay,CN,47.8667,88.1167,62.92,40,0,3.56,clear sky
658,Livno,BA,43.8269,17.0078,52.3,90,6,6.38,clear sky
659,Colares,PT,38.7992,-9.4469,62.28,69,7,13.0,clear sky
660,Mezen,RU,65.8522,44.24,34.61,92,88,8.93,overcast clouds
661,Tomatlan,MX,19.9333,-105.25,80.85,64,100,4.34,overcast clouds
662,Eydhafushi,MV,5.1033,73.0708,83.41,72,28,21.32,scattered clouds
663,Meadow Lake,US,34.8014,-106.5436,87.71,11,0,7.23,clear sky
664,Manutuke,NZ,-38.6833,177.9167,58.98,68,100,9.24,overcast clouds
665,Ulladulla,AU,-35.35,150.4667,55.87,53,45,16.53,scattered clouds
666,Shalinskoye,RU,55.7228,93.7594,40.44,75,100,9.28,overcast clouds
667,La Asuncion,VE,11.0333,-63.8628,80.33,74,98,16.06,overcast clouds
668,Maceio,BR,-9.6658,-35.7353,78.24,78,40,8.3,scattered clouds
669,Mareeba,AU,-17.0,145.4333,73.49,59,5,4.99,clear sky
670,Manaus,BR,-3.1019,-60.025,80.6,83,0,3.44,clear sky
671,Vila Do Maio,CV,15.1333,-23.2167,72.39,82,28,15.66,scattered clouds
672,Waitati,NZ,-45.75,170.5667,50.81,80,100,7.27,overcast clouds
673,Chipata,ZM,-13.6333,32.65,52.68,69,0,4.52,clear sky
674,Viet Tri,VN,21.3019,105.4308,85.95,76,81,3.6,broken clouds
675,Yarkovo,RU,57.4028,67.0786,55.09,64,82,4.41,broken clouds
676,Longavi,CL,-35.9667,-71.6833,51.01,79,57,2.3,broken clouds
677,Northam,GB,51.0333,-4.2167,58.01,80,100,5.73,overcast clouds
678,Knysna,ZA,-34.0363,23.0471,59.38,86,29,8.08,scattered clouds
679,Kamogata,JP,34.5333,133.5833,75.38,61,1,13.94,clear sky
680,Maltahohe,NA,-24.8333,16.9833,53.38,25,8,5.86,clear sky
681,Naze,JP,28.3667,129.4833,74.32,76,100,5.64,light rain
682,Zacualpan,MX,21.25,-105.1667,94.62,71,2,3.47,clear sky
683,Lunglei,IN,22.8833,92.7333,72.86,84,43,1.03,scattered clouds
684,Tooele,US,40.5308,-112.2983,77.65,29,1,10.18,clear sky
685,Coahuayana,MX,18.7333,-103.6833,90.88,55,96,4.34,overcast clouds
686,La Ligua,CL,-32.4524,-71.2311,56.98,89,1,1.72,clear sky
687,Ugoofaaru,MV,5.6667,73.0,83.17,73,10,20.47,clear sky
688,Umea,SE,63.8284,20.2597,37.9,86,20,0.0,few clouds
689,Fasa,IR,28.9383,53.6482,65.44,20,0,0.0,clear sky
690,Awjilah,LY,29.1081,21.2869,82.99,21,13,6.15,few clouds
691,Sandwick,GB,60.0,-1.25,44.42,81,75,6.2,broken clouds
692,Cagsiay,PH,14.2167,121.75,85.51,73,64,4.94,broken clouds
693,Arlit,NE,18.7369,7.3853,86.13,6,84,6.04,broken clouds
694,Kunashak,RU,55.7032,61.5498,64.92,67,1,6.91,clear sky
695,Warrnambool,AU,-38.3833,142.4833,54.81,63,2,5.59,clear sky
696,Portland,US,45.5234,-122.6762,70.0,34,40,3.44,scattered clouds
697,Buin,CL,-33.7333,-70.75,61.05,79,9,1.81,clear sky
698,Acari,PE,-15.4311,-74.6158,67.24,80,48,3.29,scattered clouds
699,Provo,US,40.2338,-111.6585,82.49,21,1,19.57,clear sky
700,Shelburne,CA,44.0787,-80.2041,50.45,89,12,6.04,few clouds
701,Babstovo,RU,48.1167,132.4833,63.21,59,98,5.39,overcast clouds
702,Grenaa,DK,56.4158,10.8783,46.62,94,7,1.99,clear sky
703,Caconda,AO,-13.7333,15.0667,50.88,44,5,4.34,clear sky
704,Champasak,LA,14.75,106.0,79.68,94,99,3.51,overcast clouds
